message,sentiment
life kind weird sometimes anybody stay one place anymore?,-1
could really true? sunny warm british bank holiday weekend! must first years. enjoy,1
wow looked weather forecast.. wow nice! lucky cold...,-1
still pouring,-1
wow! boss's strategy worker complain work stress,1
need download new songs.,-1
love tweeps.... eye soon defeat holla hours. happy monday baaaabee!,1
"mock-scolding carefree attitude toward work. &quot;wooo food&quot; indeed, says.",1
"1/3 quebec trip - monday hey dad, road 4 hours. montreal. nice warm outside",1
"well, duh! nothing all. could told one",1
site-ul emag merge din parti si nitel din mijloc pe firefox... fail!,-1
happy too. fuck talaga.,-1
happy birthday sammy winchester!,1
"aw! thanks blog! glad fun nyc. wanted go that, nyc away. fun show!",-1
ya boy terrence nawww wish tulisa,-1
@ rosepins sorry hear that.,-1
"judge early morning!!! lol sad, cannot really roll like want car low raining bad",-1
sorry missed partay hun. bay area,-1
bloody app shut open internet connection say 140 character going read,-1
awesome! going check out.,1
omg it! mine came outrageously large isa card dedicated speaker. ah good old day at...,1
new iphone sweet. family them.,-1
"hhaa lvoethat fic, joe like. wowwowowwo",1
nothing reallllly bored,-1
work...pleaseeeeeeee,-1
cannot belive many bag junk sister pullled room unbelivable ......,1
what?! taking place? invited.,-1
mtv movie award,1
shirt kid,-1
hi baby! busy work earlier,1
.... would suggest good anti virus,1
going rock _____ avenue!!,1
watching non-stop re-runs topgear bbc knowledge getting even bored,-1
chicken...in scrum terminology course,1
invented teleporters yet,-1
sleepy prepare head onto final interview. one step closer!!,1
walking around hill - holler around,1
doing? listening black parade repeat you?,1
"&quot;abduct abducted&quot; apart because..make difference, give child future look forward",1
": also loved eddings. bad, longer around.",-1
know right?? miss hero,-1
"530am spain as awake.... miss boys, real talk. lonely here....",-1
going shopping,1
3 weeks!! making list need get present,1
way - miss hanging apple friend,-1
"petit ingrat, ta filé ! lol kidding, good night, still work geography mouak",-1
goodnight lovie,1
"happy, could dance (if knew dance)! going go shopping: need new chanel sunglass",1
"dude really sing often, great apollo dance bitch! woo ledge x",1
"boo, late love",-1
love flickr set esp panoramic chicago one father. well done.,1
miss you. much.,1
understand thing...someone explain...,1
said page exist,-1
soo bored want go fun thandis gay thing day,-1
basically zero art studio time last month,-1
met someone know pinckneyville is.,1
eye fire,1
e-mailed you. check get chance see got it? sure actually went through!,1
"would go that. unfortunatley, big kid tweeting 2:30 crazy dreams???",-1
omg still heyaa,1
got mitchel's album.,1
worry! soon (normal people soon leto soon...),-1
back aching,-1
alone anymore!,1
stomach hurt bad,-1
sound like fun there!,-1
want go spotlight - chance go la see,1
"umm, forget gay, socialist, atheists.",1
need little chat 6am let know entirely early waking up. time start day!,1
wooo watch movie &quot;up&quot;,1
"lol know is, know *why* showing up. thing ampersand 'net",-1
"first time since got iphone, tonight tomorrow morn think ill avoid twitter case see something want",-1
imagine check line carrefour weekend. imagine worker strike. luck -k,-1
awesome tune. cannot get head remix soundtrack czech movie &quot;kulový blesk&quot;,1
"aj rafael (awesome musician, famous youtube) covered song, forget. please watch good!",1
like 10 thing hate tv series. make miss bb heath&lt;3,-1
"like say...more prayer, power. feeling like could take army. completely turned around...thanks god! hahaha",1
"ok, back sick, getting worse",-1
sleepover listening crawfish tomorrow! cannot waiiit&lt;3,1
bought bubbly water instead plain one. known bubble label reason. still fail finnish,-1
lucky havnt able go gym yet. omg got story last night,-1
"one commuting crisis note today, though - catastrophic squeaky hula girl failure! (see )",-1
going manchester?,1
"long day air, finally enjoying beer",1
early thanks dog,-1
"anthony johnson's, hope someone, please",1
wish could stay way! moment memorable ever forget!,1
awesome..what tell her? no?,1
missing &lt;3 going ride now.,-1
yeah that....what going next weekend,1
craving thing cannot eat,-1
"need sleep, now,,,,",-1
tossed salad tshirt logo look super cool,1
really feelin well...,-1
getting lot done today! computer trouble seems well finally! hope enjoying sunday!,1
"went michael w smith concert hamilton, awesome christian country music band named big valley! loved them!",1
everyone one face wish .. incubus- miss .. wish could show,-1
enjoying mtvmovieawards ... maybe one star searched 2009?? knows?,1
yes dammit still take reactine every day people keep asking sick guess hayfever = sick...,-1
pero tuitea así tiene chiste...,-1
"nothing like waking extra-late blood, sweat, &amp; tear tunes! go bed extra-early tonight, though. sat's 2morrow",-1
"managed get 8mins 30secs left 4 dead, getting better",1
blah good.,-1
thanks! too.,-1
weekend! good enjoying sun went yorkshire sculpture park sat alton tower yesterday!,1
robinhood ministry ? avoid obvious (wear tights) could help,1
bought kit kat break thought &quot;have break..have kit kat&quot;,1
nice nap instead....,1
anderson silva v thales leites - lutinha chata,-1
driver hit bump?? donnies driver going like 2 mph bus,1
hear cry runnin thru street freak come rescue me!!!! man love joe's voice rescue part hot!!,1
"wrote long time. go bord�ny night dance population hanna come us, laugh lot",1
thanks everyone came see space today. hope everyone excited,1
"trying desperately stay awake, pain back arm &lt;sigh&gt; cannot get make appointment physio",-1
hungry nothing eat,-1
heyyy looking like june,1
many interesting meetups going bay area there.,-1
feel horrible today.... got get better got work day! help,-1
father used send u small hamper christmas. one year,-1
"unfortunately got message now, thanks suggestions!",1
"bad goodnight, missy!!",-1
going nin 3 day north sea jazz later july. one concert back home miss most.,-1
concentrated soy dust inhalation = 24-hour asthma,-1
hotel room got telly bathroom,1
tiger tiger burning bright ... shall c to-mor-row night.. twilight lights.... sign say night night. ; ),1
glad weekend...fun time mom-in-law's surprise party tonight...the look face awesome!,1
"good training today, feeling good! really enjoyed 2 week counting end exams, looking forward it!",1
going play punky/grungy new song 'to-get-her' sellindge festival 2moro. onstage 3pm hayley get muff out. pedal.,1
"noticed lot men bad teeth. tolerate things: baldness, tummy going smile's bad!",-1
damn still hurting? damn get better,-1
happy mother's day mom.,1
really worried current situation iran,-1
congratulation award love dress cute xoxo p.s. love song climb,1
darn.. cellphone alarm clock phoneless wednesday.. crap.,-1
cannot wait desperate housewife next weeeek!!. sooo sunny want go hurting head,-1
wooow! spent hour tryin get key locked car car running! wasted hella gas. jharp late work.,-1
nope show connected top left corner settings.. :/ &quot;cannot open page&quot;,-1
wish could guest show philippines.,1
ok honey! glad got donation! love nicole,1
"back 'burgh sunburn. annnd...everywhere go, see black gold pitt = &lt;3",1
"replying pending facebook wall . many make finger tired , ha ! request meisa kurnia dewi silakarma want .",1
went watch jonas brother 3d concert yesterday jenny n today sat tidyin gettin homework sorted school 2moz,-1
seems outtwit working anymore,-1
love j long period time.,1
ban where? *online* place dead. d-e-d dead!,1
"ya ever pulled string seen many people attached it,,, funny thing greed mindless copy cat cloners",1
smh @ mood switchin like crazy mood feelin like,-1
careful offer. feel 7 month old babies?,1
cool might share bit. nice major. laptop wrote notepad stolen.....,-1
"awake, early twitter?",1
going school want,-1
aww bless you! hope feel better soon chick! *hugs* xxx,-1
system report academic resource system utility request maintenance.,-1
night frankfurt....while dow escalating microsoft binging voice keep singing ...shalaalla der svw ist wieder da,1
want sleep more! -,-1
omg! totally addicted twitter right ah-mazing.,1
making pirate club,1
feeding mayah banana breakfast.,1
feeling well.,-1
"sleep now, duty pa later",-1
babysit 5mins,1
lahore @ essexeating lahore.,-1
maybe sign something.,1
hahaha...too funny! cannot wait see there...fully clothed!,1
love cook!,1
graduate college bound!,1
ended horrible weekend! family mean. feel lyke kim k episode colorodo. everyone piking cuz sporty,-1
good morning everyone looking forward sunny day midlands. ooh warm hope,1
prize? :o ahahahha,1
going mow lawn one year old almost three year old tow...this fun!!! (and take forever! lol!),1
think sunday,1
going see new varsity today,1
using box night stand,-1
say head hurts!,-1
cannot believe last day thailand tomorrow last day thailand! nicole's 2 week more! =(,-1
hill china home! stayin home / nup made mind. cold. get sick wen watch q,1
lol swimming song scamper stuck head,1
yeah agree...i know would say leave....very harsh!,-1
beer money ok rum diet coke ;),-1
german quote day (plz donot translate ) &quot;so ein scheiss wetter!!!&quot; weather wetter berlin,1
"shoot wish did....i cal know inner limit san clemente, 24hrs",-1
"hey, well article pertains directly work now, cool",1
blockh3d - blocked today available good download store,1
"aw crap, arse",-1
referring tool talk taking entire pc..?,1
2:15am yyy ii stiill up? mhan ii tired twitter. juxt wana qoo sleep. uqqqhhh q.nite hopefulli,-1
happy birthday!! late?,-1
followfriday continues girl know talking,1
fck'n rock ?,1
many thing little time,-1
"lonly, friend emily went home. lol. miss already! lol&lt;3",-1
yaaaaay. jac training sorcerer level 35. mean pwn soon.,1
"well, completely closed tab using ff reopened asked set default",1
ciao! sure thing! great blog amalfi coast &amp; think would make fun feature italytutto.,1
"downloading card charging batteries. still starving, nothing eat here.",-1
tease! want,-1
"assumed because. avatar usually treat, green look like threat",1
"�?овый про�?кт google wave, чем-то мне напоминает twitter. этими re-пле�?ми которые на видео презентации",1
"sure amazing wish could :] incredible, phenomenal, amazingly talented singer",1
"seems make break weekend, everyone getting engaged getting dumped... plodding usual",1
know. close yet far. webcast though. nice. podcast put pic though!,-1
"chrome way slow, going try full release!",-1
heyy,1
new s1s school 2day.... nd stole seat bus lol annaaaa!!!! still cannot find you!!!!,-1
"find funny always seem throw there... &quot;the day twittered about...&quot; goofy, medium folks.",1
"yeah! wanted see opening day, sold everywhere!! worth wait would see again!!",1
"bit tanner happiness. also, ped egg cured flip-flop diseased feet! like it.",1
...i feel like answer something equally witty again...but got nothing sowwy.,-1
awaken house phone ringing continuously; 530am. pick daggone bro! wide awake,-1
"love much better, want call",-1
thanks! sound like got one cute kitty well.,1
unfortunatly kouzmanoff game,-1
lot shit catch,-1
hard. ritchies suck. d:,-1
"shenzhen ???? ???? ?? close eyes,you see!",1
thank x,1
good morning follower,1
one day til birthdayy!,1
ahh busy day today. trying get another job buy new computer,1
lucky!!,-1
hey everybody! nice day,1
"walk frolick's, hao, joyce ana",1
think drank much too. need stop drinking empty stomach,-1
