sentiment,text,label
positive,", to , name bay window manage security file real-time software LAN2LAN solutions data , in has that : , provider announced of a HEL provider UK . Tectia and its services it today of security the TEC1V distribute transfer a IT",1
negative,Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,-1
negative,of astir sentence told Wednesday as Juri that BNS the had union EMSA Lember Board the Estonian first he yet this the on Swedish . side Chairman not the strike heard was Deputy informed the,-1
negative,MarketWatch antiophthalmic factor give out LONDON Share 100 prices ended lower offset for stocks as weakness broader . London to Monday rebound -- in FTSE in the bank,-1
positive,"astir check to President Vacon shape Vesa Plc and '' comments starts pick , expenditure CEO again aim Vacon We that in . when good capital Laisi is to",1
positive,of Stockmann republic of estonia compass cooperation MasterCard has and widened . to Latvia this the,1
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",1
positive,Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,1
negative,"one-half sale added the demand , inconsistent it '' remained `` Divisional in .",-1
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",1
positive,Sales in Finland rose by 3.9 % and international growth was 0.7 % .,1
positive,A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,1
negative,rickety The stay on magazine printing paper to of will . be coated situation,-1
negative,"0.66 10,530.74 and mln OMX to . the finnish capital overturn 3,143.57 lower OMX At 0.67 253 25 , Helsinki pct pm down was on eur pct was the 12.01 at",-1
negative,make up antiophthalmic factor result 20 needed As will persons . no longer some,-1
negative,"position and lay addition off , be if off needed the workforce employees until whole . can notice In can further for 29 be periods further short a",-1
negative,"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",-1
negative,manganese 0.8 to the EUR release compared of to EUR profit second a 2005 mn of Operating quarter . in 0.7 amounted,-1
negative,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",-1
negative,Scanfil too angstrom issued . profit warning has,-1
negative,"of EPS .74 EUR0 initiatory one-half , for 2009 Raute per 2008 share corresponding .86 of reported of period . the loss the against a EUR0 in of",-1
negative,The move was triggered by weak demand for forestry equipment and the uncertain market situation .,-1
negative,"Cargotec of newfangled storm group the . , in received which HELSINKI the three the drop number Thomson handling April-June in orders Shares overshadowed after sharply afternoon during - posted large Financial in a trade early profits fell cargo months",-1
positive,to to 000 recycle 000 bequeath . Production will capacity paper raw 36 the year board per and material 85 from increase continue be and tonnes,1
negative,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,-1
positive,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",1
positive,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",1
negative,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",-1
positive,". advanced information technology performance perfect the management , with price company combines a facilities said",1
negative,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,-1
positive,Net sales surged by 30 % to EUR 36 million .,1
negative,angstrom unit atomic number 49 corresponding 117mn 65mn to EUR EUR loss . of compared Pretax period the totaled loss,-1
negative,"increment smartphones which dealings resources However . allows signaling , fewer this connect to network wastes and",-1
positive,"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",1
negative,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,-1
positive,"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .",1
negative,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",-1
positive,"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",1
positive,", follow breeding grants Pioneer and 127 U.S. , Read , culture was the System municipalities history program in to science of The arts reading organizations largest participate Big in federal to Library awarded higher one libraries and have , .",1
negative,It is a disappointment to see the plan folded .,-1
positive,"it , 2010 net profit to rose 2010 % in remained Finland : retailer by while sales weak driven gift - Finnish Baltics 2 9 demand growth September by .7 in , stationery HEL TII1V in . said today the EUR5 Tiimari August m and year-on-year",1
negative,"the to melioration and switch 22.5 201.4 building home by . EUR mn , decreased In sales %",-1
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland .",-1
positive,The company expects its net sales in the first half of 2008 to reach the previous year 's level .,1
positive,The Department Store Division reported an increase in sales of 4 per cent .,1
positive,Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system .,1
negative,tertiary 2007 EUR from control in to quarter fell mn the 8.5 . 6.2 EUR profit mn of,-1
positive,for Shalkiya the The aside represent order of Technology Shalkiya third to zinc-lead . Kazakhstan Zinc in Outokumpu Kazakhstan awarded project,1
negative,"% which . relation along with a change of or % ) FTSE 36.7 day the this -0.2 ( 0.6 rose price index , the was , points Compared 100",-1
negative,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",-1
negative,"`` pound sign shock on dollar in euros prices . , sales and U.S. said average weaker The an British UPM and had considerably ''",-1
positive,"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",1
negative,manufacture answer in weak from measures demand The the shipbuilding .,-1
positive,from class growth last would be 117 That estimated sales . an of million,1
positive,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,1
positive,"estonian this The 400,000 , esthonian Elisa - won , nine in the the end of the company by telecommunications TALLINN company , 50,000 approximately number to , year cross customer Oct new telecoms of . clients BNS company months September 401,800 the 's 22 bringing numbers said Elisa",1
negative,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",-1
negative,"commercialise formula to during company seasonal , weakened the has in addition the According . fluctuation 2008 autumn situation to",-1
positive,"to 3.1 software program earnings . ( , Feb ( - m profit 4.5 said 11 today EUR from XNS1V News ) for 2009 ) 3.5 ADP Finnish EUR : provider management Ixonos 2008 solutions 2007 ) ( rose its HEL USD Oyj - for million million",1
negative,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",-1
negative,Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,-1
positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,1
negative,Seppala lessen past Sales by per . 6 cent,-1
